epoch,acc,loss,val_acc,val_loss
0,0.6485849056603774,0.6208593777890475,0.7174211256461542,0.5749369642207979
1,0.754127358490566,0.5084326345965547,0.775034294370434,0.4979464890862034
2,0.7659198113207547,0.5057131007032575,0.7517146777223658,0.5082318704314683
3,0.78125,0.47685580208616435,0.759945129661403,0.4952778838298939
4,0.8036556603773585,0.45187158966964147,0.7901234564630747,0.4431170300364658
5,0.7806603773584906,0.47302483950021135,0.7764060350111973,0.4787444028344174
6,0.8295990566037735,0.4041825715663298,0.7997256516592657,0.4171844710211368
7,0.8219339622641509,0.3926843469435314,0.8271604940724471,0.38275963889718545
8,0.8431603773584906,0.3622948906894,0.7695473259205027,0.4385247956578133
9,0.8384433962264151,0.3556551691496147,0.844993141861773,0.3595432455974678
10,0.8614386792452831,0.33907783312617606,0.8587105620872173,0.33999364002414856
11,0.8637971698113207,0.3211000438006419,0.8737997254880531,0.3035936986795015
12,0.870872641509434,0.30632834811255616,0.8326474632582384,0.3506888516645863
13,0.8655660377358491,0.29084856161531414,0.8367626882874917,0.35045386047520266
14,0.8997641509433962,0.2624270603904184,0.8765432097130188,0.27403647541509246
15,0.8850235849056604,0.2604609439676663,0.8875171460405462,0.28148963405598665
16,0.8926886792452831,0.24516643991447845,0.8614540464757074,0.33489090919658154
17,0.8968160377358491,0.2399086668243948,0.8888888894612244,0.2714582288788506
18,0.9162735849056604,0.20291945408537704,0.8696844989870801,0.32233066331538973
19,0.9074292452830188,0.22308958188261627,0.8957475994513031,0.2629563989953249
20,0.9251179245283019,0.18651808668279424,0.8779149518255016,0.2991654939939292
21,0.902122641509434,0.24116475739569035,0.9053497948110185,0.23403503029353007
22,0.9262971698113207,0.18370134952776837,0.8765432102853542,0.2917038522384785
23,0.9257075471698113,0.17471115579301455,0.9067215356153062,0.22516123531450133
24,0.9380896226415094,0.17150095786969616,0.8957475987154433,0.2604887347734841
25,0.9404481132075472,0.16355900311807417,0.908093277727789,0.25298922319879913
26,0.9398584905660378,0.16143337018647283,0.8820301775906149,0.2530047787846525
27,0.9339622641509434,0.17667638654557039,0.8779149523978371,0.2937639011031806
28,0.9463443396226415,0.14399790324551878,0.9122085040652376,0.21956239111302484
29,0.9551886792452831,0.12378092461599494,0.9108367619527548,0.24887161809230537
30,0.9504716981132075,0.11661900056280056,0.9012345671653748,0.2405557145961191
31,0.9522405660377359,0.12296335497554743,0.917695472515169,0.25190347830658916
32,0.9593160377358491,0.12405986549719325,0.9163237304026861,0.26141500409656754
33,0.9504716981132075,0.1348863141259776,0.899862825052892,0.2699964868597206
34,0.9563679245283019,0.11736063683792106,0.9067215356153062,0.2643174733072315
35,0.9681603773584906,0.08749096893336412,0.9094650198402718,0.26961926279898696
36,0.9693396226415094,0.0919695159833316,0.899862825052892,0.2775949518642144
37,0.9699292452830188,0.08678216560972186,0.9039780517991515,0.25777582752688266
38,0.9634433962264151,0.09193645104906469,0.9218106995884774,0.22857731394725245
39,0.9722877358490566,0.07401556092894303,0.9204389574759945,0.23940873240594673
40,0.9699292452830188,0.07351818541943464,0.9026063105860528,0.3046860846962948
41,0.9610849056603774,0.10581781186233714,0.9231824417009602,0.23057992608683753
42,0.9716981132075472,0.08654097471175329,0.9190672153635117,0.22906055893181773
43,0.9793632075471698,0.05945776875640424,0.9286694094150318,0.22372100717900384
44,0.9781839622641509,0.0736778113850445,0.9176954738233642,0.2558745595183229
45,0.9658018867924528,0.08581540041234133,0.9245541830775833,0.2627850183795509
46,0.9787735849056604,0.06018126668970821,0.9286694107232271,0.22591998236987162
47,0.9775943396226415,0.05931991302707004,0.9149519882902033,0.2598571593889811
48,0.9775943396226415,0.07303054424283921,0.917695472515169,0.23131323768278209
49,0.9811320754716981,0.06037826434146824,0.9149519890260631,0.24286432628135296
50,0.9793632075471698,0.07489910469618889,0.9053497948110185,0.37341783538113243
51,0.9722877358490566,0.07373079205951039,0.9108367619527548,0.2416646427414872
52,0.9805424528301887,0.05212692587574909,0.9163237311385459,0.28184151755254944
53,0.9799528301886793,0.06033218340104762,0.9286694101508917,0.24360241682686432
54,0.9852594339622641,0.049231341126251896,0.9218106995884774,0.2367122921791178
55,0.9829009433962265,0.04919425187245855,0.9218107001608128,0.2352868845106316
56,0.9805424528301887,0.0568390063554892,0.9272976673025489,0.2541308037538097
57,0.9852594339622641,0.040920838287521924,0.9314128943758574,0.2456537946261496
58,0.9829009433962265,0.04832505900412798,0.9108367630974256,0.3243310858683331
59,0.9734669811320755,0.07593861296948679,0.9176954738233642,0.28681300586633723
60,0.9775943396226415,0.06627666155746172,0.9327846364883402,0.3088479466935612
61,0.9870283018867925,0.04504690805168928,0.9286694094150318,0.24813495330584065
62,0.9829009433962265,0.044688777936587355,0.9327846364883402,0.24146735998808275
63,0.9905660377358491,0.040801490922809915,0.9272976673025489,0.31377201728696524
64,0.9840801886792453,0.05386414288604667,0.9245541838134431,0.27434774810404855
65,0.9852594339622641,0.035534088249441306,0.9286694101508917,0.2368919660601719
66,0.9917452830188679,0.02635901606804252,0.9204389580483299,0.34500043830017985
67,0.9846698113207547,0.0414426620689414,0.9163237304026861,0.3095322040680014
68,0.9905660377358491,0.035568556980062976,0.9108367617892303,0.3028940703970251
69,0.9846698113207547,0.03975233789159969,0.9218107001608128,0.25410206335889296
70,0.9893867924528302,0.031849171446838395,0.9163237304026861,0.300910708682282
71,0.9858490566037735,0.041017488907047386,0.9286694101508917,0.33447946217652047
72,0.9834905660377359,0.05970787934251657,0.917695472515169,0.2773640981897078
73,0.9905660377358491,0.027039486260311503,0.9286694101508917,0.28002246857885227
74,0.9946933962264151,0.019670453999973483,0.9231824422732956,0.32620395963247584
75,0.9923349056603774,0.022380929792800673,0.9327846364883402,0.3214165799572696
76,0.9834905660377359,0.05419645495580966,0.9300411515275147,0.27755577150931576
77,0.9793632075471698,0.05278963588599889,0.9259259259259259,0.3009435841251568
78,0.9846698113207547,0.04234660544239406,0.9286694101508917,0.2659322331941831
79,0.9823113207547169,0.04625461720158609,0.9286694094150318,0.22488482339391982
80,0.9899764150943396,0.03300158860533112,0.9245541838134431,0.2628280550180149
81,0.9905660377358491,0.030274570250734337,0.9355281199774461,0.24172403561194084
82,0.9923349056603774,0.02540355970103399,0.9341563778649632,0.3159583560912902
83,0.9941037735849056,0.020298964229746246,0.9314128943758574,0.3103004765986824
84,0.9935141509433962,0.019967338138090814,0.9122085048010974,0.37334766085879223
85,0.9846698113207547,0.04277723332765987,0.9245541836499187,0.2830438665401788
86,0.9834905660377359,0.0441595919162281,0.934156378600823,0.27624889634886884
87,0.9893867924528302,0.028737797163523524,0.9190672153635117,0.3539354862244123
88,0.9887971698113207,0.03262990589455684,0.9190672146276518,0.29471087820613334
89,0.9864386792452831,0.04486080734300831,0.9163237304026861,0.32686131564064774
90,0.9882075471698113,0.035517226368680876,0.9204389574759945,0.2779496752584177
