,loss,acc,val_loss,val_acc
0,0.01569837749988403,0.7641509771347046,0.016153320854092823,0.772290825843811
1,0.011406754732202247,0.8431603908538818,0.013081511883742198,0.8203017711639404
2,0.009280055418680861,0.8773584961891174,0.023746147649605413,0.714677631855011
3,0.00934345198724911,0.8844339847564697,0.012691794742609085,0.8463648557662964
4,0.00900291337385633,0.880306601524353,0.015635696744395546,0.806584358215332
5,0.0077765307846074955,0.9003537893295288,0.014847565079503916,0.8395061492919922
6,0.007588225034645425,0.9038915038108826,0.008886522410337817,0.8998628258705139
7,0.006546222029324129,0.922759473323822,0.008813369789241273,0.9026063084602356
8,0.006622647910537022,0.9198113083839417,0.008112937768995352,0.9039780497550964
9,0.007239270946538111,0.9109669923782349,0.01101810326710323,0.8765432238578796
10,0.006139127792403946,0.9274764060974121,0.007780324059585812,0.9122084975242615
11,0.005451098361210722,0.9257075786590576,0.010037300058107807,0.8806584477424622
12,0.005826476177218247,0.926886796951294,0.00914803546928738,0.9094650149345398
13,0.004935520092675567,0.9410377740859985,0.007661594898121838,0.9259259104728699
14,0.004787195730901693,0.942806601524353,0.007346035031134209,0.9300411343574524
15,0.004972490708273396,0.9404481053352356,0.007802418066477416,0.9218106865882874
16,0.004044690048585663,0.9534198045730591,0.011789220953756235,0.8779149651527405
17,0.003979168970682571,0.9551886916160583,0.011951473851998648,0.8765432238578796
18,0.0037940234947457627,0.9545990824699402,0.009432219817151094,0.8724279999732971
19,0.0039688805733227505,0.9516509771347046,0.012063427269969784,0.8655692934989929
20,0.004058914327168099,0.9492924809455872,0.010236963251572414,0.9012345671653748
21,0.003671104215823536,0.9528301954269409,0.010543564817419759,0.8998628258705139
22,0.0030687044853485138,0.9622641801834106,0.0061187380912045555,0.9382715821266174
23,0.0031911325487220346,0.963443398475647,0.007628286331483203,0.9396433234214783
24,0.0026822649173104678,0.9658018946647644,0.011747682873358943,0.9012345671653748
25,0.0024194248231514445,0.9711084961891174,0.01040288251767188,0.9026063084602356
26,0.002951342429095914,0.9640330076217651,0.007966636589361644,0.9218106865882874
27,0.0035037914222932225,0.9599056839942932,0.006627797372690281,0.924554169178009
28,0.002426886555457593,0.9728773832321167,0.008706504946628226,0.8984910845756531
29,0.0024203177418489503,0.9722877740859985,0.006023198912949883,0.9465020298957825
30,0.0017272532063114614,0.9817216992378235,0.012644095491970517,0.8600823283195496
31,0.0016056473832577467,0.9829009771347046,0.014558039268348442,0.8806584477424622
32,0.0022851082832411915,0.9699292778968811,0.006500239015157004,0.9437585473060608
33,0.0017138258817623246,0.9805424809455872,0.011769723090942341,0.890260636806488
34,0.0013580535031099505,0.9823113083839417,0.0082741765272184,0.9314128756523132
35,0.0015120153482300492,0.9846698045730591,0.012786989747987363,0.8957476019859314
36,0.0019042231999161952,0.979363203048706,0.03421062533583988,0.6831275820732117
37,0.0015702408492424577,0.9846698045730591,0.010056679237976323,0.9135802388191223
38,0.002856191793535748,0.96875,0.0068157359916813905,0.9355280995368958
39,0.0016100426250629408,0.9829009771347046,0.00727886800617184,0.9382715821266174
40,0.001294326235953156,0.9882075786590576,0.0097125599107134,0.8984910845756531
41,0.0014163207049692436,0.9834905862808228,0.00629956069541648,0.9465020298957825
42,0.0015477355732143206,0.9846698045730591,0.006405633553576404,0.9410150647163391
43,0.0010665240159416396,0.9899764060974121,0.008604848885139647,0.9355280995368958
44,0.0015578758243893116,0.9840801954269409,0.0067982299365767565,0.9465020298957825
45,0.0011583735281162244,0.9870283007621765,0.007727636425501689,0.9451302886009216
46,0.000848356991312203,0.9935141801834106,0.00867708912438653,0.9327846169471741
47,0.0014949712061042072,0.9829009771347046,0.019952060263833882,0.8669410347938538
48,0.0013551156757012853,0.9846698045730591,0.009192969128796103,0.9300411343574524
49,0.0014849425576855691,0.9846698045730591,0.010539812867533523,0.9259259104728699
50,0.0012700730503123817,0.985259473323822,0.014486481490530922,0.890260636806488
51,0.0007255879211028651,0.994693398475647,0.006779323154434419,0.9492455124855042
52,0.0004043935667415905,0.9982311725616455,0.0061108197592740525,0.950617253780365
53,0.0005320098403762182,0.994693398475647,0.007742719964950827,0.9437585473060608
54,0.0018333271607088874,0.9775943756103516,0.016711666168254098,0.8463648557662964
55,0.0018523496549295367,0.9775943756103516,0.0075329291073424,0.9259259104728699
56,0.0012189437105882702,0.9887971878051758,0.009890781988904637,0.9327846169471741
57,0.001355141582503423,0.9846698045730591,0.01402454076664438,0.8943758606910706
58,0.0005763210850451493,0.9952830076217651,0.0059209925918463,0.9561042785644531
59,0.00039040319344802,0.9982311725616455,0.005795935066659591,0.9533607959747314
60,0.0006840699099724725,0.9923349022865295,0.01859618760185477,0.8655692934989929
61,0.00121933466508844,0.9864386916160583,0.00831207883926249,0.9368998408317566
62,0.0006622361296014684,0.9935141801834106,0.011741535331854604,0.9039780497550964
63,0.001313398451047932,0.9876179099082947,0.00738571928903481,0.9327846169471741
64,0.0009238724904310591,0.9899764060974121,0.005465035080214751,0.9519889950752258
65,0.00035166229013757746,0.9976415038108826,0.005244235964223681,0.9547325372695923
66,0.00041445024599286043,0.9976415038108826,0.007209640195585573,0.9519889950752258
67,0.0002419729920253509,0.9988207817077637,0.005855504236221109,0.9602195024490356
68,0.000528344193710682,0.994693398475647,0.008497462501884816,0.950617253780365
69,0.0008307142108503096,0.990566074848175,0.018435689320453072,0.890260636806488
70,0.0011753239086829126,0.989386796951294,0.011903868132208274,0.9122084975242615
71,0.0004808319159256259,0.9970518946647644,0.008795710275427467,0.9437585473060608
72,0.00027624450740404427,0.9988207817077637,0.011225662113707742,0.9218106865882874
73,0.0002527936753808117,0.9994103908538818,0.006285696321094232,0.9561042785644531
74,0.00037044723065710576,0.9982311725616455,0.006063146465579342,0.950617253780365
75,0.0003477456168939342,0.9970518946647644,0.009836881519876554,0.9286693930625916
76,0.000362921907030538,0.9958726763725281,0.007679336869115692,0.9451302886009216
77,0.0012159355287879425,0.9840801954269409,0.010409607445956585,0.9135802388191223
78,0.00060924253962442,0.9941037893295288,0.009151367986745958,0.9382715821266174
79,0.00028124546746389486,0.9994103908538818,0.006319887294792998,0.9519889950752258
80,9.242915065150778e-05,1.0,0.006833876087106713,0.9519889950752258
81,6.891636590842368e-05,1.0,0.008396662728265643,0.9396433234214783
82,7.462246235864202e-05,1.0,0.007026252953849212,0.9437585473060608
83,0.00011657907095966193,0.9994103908538818,0.008438835745812771,0.9519889950752258
84,0.00016369139841529277,0.9994103908538818,0.006224754749029487,0.957476019859314
85,9.819645355543439e-05,1.0,0.007012588852206539,0.9547325372695923
86,5.328151911391683e-05,1.0,0.0066842605552760006,0.9561042785644531
87,5.593456718894952e-05,1.0,0.0073587266710396495,0.9547325372695923
88,4.545594280023339e-05,1.0,0.0070345643141264775,0.9547325372695923
89,4.570186467630402e-05,1.0,0.0072226967529709285,0.9533607959747314
90,4.732986705658852e-05,1.0,0.00699848121744983,0.9561042785644531
91,7.939545595842712e-05,1.0,0.006754069863229323,0.957476019859314
92,7.817039336517173e-05,1.0,0.0064650477895152915,0.9561042785644531
93,5.4981259690632795e-05,1.0,0.007534002340992782,0.9561042785644531
94,2.7278572197933243e-05,1.0,0.007256825703652307,0.9519889950752258
95,4.190241781783835e-05,1.0,0.0065270874378448975,0.9547325372695923
96,3.50446514961011e-05,1.0,0.0071022666822122445,0.9588477611541748
97,4.316885397716794e-05,1.0,0.006775712632715947,0.9588477611541748
98,5.849522433050398e-05,1.0,0.00742859707631692,0.957476019859314
99,4.835322363091246e-05,1.0,0.007764727622015077,0.9533607959747314
