,loss,acc,val_loss,val_acc
0,0.0030575817220450676,0.9635051488876343,0.017603770660056816,0.8507831692695618
1,0.001983906387053814,0.9795876145362854,0.030393141414739824,0.8004946708679199
2,0.0025461059831774113,0.9703092575073242,0.021371593614402922,0.8441879749298096
3,0.0016772541728293157,0.9818556308746338,0.017366608495763384,0.8672712445259094
4,0.0017219169197853694,0.9795876145362854,0.014640823952540424,0.8713932633399963
5,0.0015081220185480166,0.982886552810669,0.01733474054750783,0.8615004420280457
6,0.00110726646061257,0.9874226450920105,0.01779075980997243,0.8433635830879211
7,0.0018413214051385515,0.9762886166572571,0.020924110625857473,0.8276998996734619
8,0.0008812566583534492,0.9931958317756653,0.018848113635799066,0.8499587774276733
9,0.001681242463630192,0.9804123640060425,0.01970627827774073,0.8342951536178589
10,0.0009734420783664147,0.9905154705047607,0.040097839032397324,0.8145095109939575
11,0.0008646799718058601,0.991133987903595,0.01840839762876374,0.8491343855857849
12,0.00047953848294990576,0.9964948296546936,0.01841893975729674,0.8606760501861572
13,0.0014595062757083743,0.9826803803443909,0.03943622291628625,0.8260511159896851
14,0.0017013340913834645,0.9799999594688416,0.019446772958558154,0.866446852684021
15,0.0007483854573027989,0.9934020638465881,0.018212013130873957,0.8639736175537109
16,0.0007468348688724422,0.992371141910553,0.03167888173266865,0.8070898652076721
17,0.00045094469706191844,0.9969071745872498,0.01803269818953414,0.851607620716095
18,0.0006465707813418404,0.9936082363128662,0.023998244649439632,0.8491343855857849
19,0.001550840675715626,0.9830927848815918,0.036436464382613484,0.8145095109939575
20,0.0012332932334201238,0.9853608012199402,0.021003529294305663,0.845012366771698
21,0.00074083936199085,0.991133987903595,0.01843851628142846,0.8746908903121948
22,0.0013669752557137886,0.9847422242164612,0.022846124175650368,0.8408903479576111
23,0.0011996624389538522,0.9845360517501831,0.024044184264498905,0.8565540313720703
24,0.0011494629104266461,0.9876288175582886,0.025291401803837467,0.8573784232139587
25,0.0006876074544816595,0.9942268133163452,0.019865777073251444,0.8590272068977356
26,0.0004058054921975763,0.9967010021209717,0.018700853506101622,0.8631492257118225
27,0.00021863871675282333,0.9983505010604858,0.02368211263740053,0.8631492257118225
28,0.0008372027425037832,0.992577314376831,0.02476919203787821,0.8672712445259094
29,0.0009313400381619168,0.9878350496292114,0.021608019571656152,0.8549051880836487
30,0.001030372803665928,0.9880412220954895,0.023240303978483635,0.8524320125579834
31,0.0010275835273115292,0.9882473945617676,0.021411790221511875,0.8606760501861572
32,0.0008371402966050604,0.9907216429710388,0.025956336909449013,0.8590272068977356
33,0.0006018103072155728,0.9946391582489014,0.021837513939909767,0.8730420470237732
34,0.0004481261803710968,0.9960824251174927,0.019345614018021588,0.8656224608421326
35,0.00035013607704199455,0.9960824251174927,0.023439968814067572,0.8656224608421326
36,0.0005592300650032391,0.9936082363128662,0.02647793791752066,0.859851598739624
37,0.000922346468246782,0.9905154705047607,0.02382854523977168,0.8582028150558472
38,0.0011824374092915624,0.9865978956222534,0.021489726460898896,0.8672712445259094
39,0.000695463549537757,0.9934020638465881,0.01979306582837486,0.8623248338699341
40,0.0008423239804957945,0.9907216429710388,0.020527923889673158,0.8738664388656616
41,0.0004885659448456825,0.9946391582489014,0.0293828204261893,0.830173134803772
42,0.00039956999885052747,0.9960824251174927,0.01965912315389487,0.8680956363677979
43,0.00036908852762168213,0.9960824251174927,0.020214822210881302,0.866446852684021
