epoch,acc,loss,val_acc,val_loss
0,0.7621229,0.4939956292140206,0.7748092,0.479788217653755
1,0.80126,0.4224815360800644,0.78244275,0.4557571935289689
2,0.8109966,0.4089961595642699,0.7557252,0.5337996635273212
3,0.81825125,0.4007993450188464,0.79389316,0.4265097788272013
4,0.82722414,0.3787948793243388,0.7885496,0.4769164317436801
5,0.8346697,0.3709659048645221,0.79923666,0.46444647639762354
6,0.8411608,0.36136771153065483,0.78625953,0.42551562631403217
7,0.8411608,0.3526900810406107,0.8259542,0.3878116513481577
8,0.8476518,0.34176250025715343,0.80305344,0.42454653418701116
9,0.8612066,0.3313833528026546,0.81984735,0.40259986974810824
10,0.86177933,0.32684514418090743,0.8167939,0.39266263405785307
11,0.86731577,0.3095820126027358,0.8351145,0.37640395560337386
12,0.8703704,0.29919988666840663,0.83816797,0.3777426675985788
13,0.8707522,0.30108290883979527,0.8328244,0.3865424815480036
14,0.8743795,0.29374905564986187,0.84045804,0.3687120316592792
15,0.8780069,0.2839069529178717,0.8206107,0.3941803777945861
16,0.88564336,0.27200978247889035,0.84045804,0.38061537028269005
17,0.8904162,0.2635283910759354,0.8519084,0.36786058727111526
18,0.88659793,0.26416217265760866,0.8496183,0.38354820586342847
19,0.8904162,0.255008661335049,0.84045804,0.39080265710372053
20,0.90301645,0.24000837210937054,0.8564885,0.3794650039600052
21,0.90168005,0.242087619866338,0.8053435,0.44190232030307974
22,0.8955708,0.23731607116784426,0.8450382,0.3914163169970039
23,0.91103476,0.21954328179040816,0.84580153,0.3911936890077955
24,0.910462,0.2196515828041049,0.8480916,0.3735060898402265
25,0.9177167,0.20664880112661302,0.8480916,0.4288545779144491
26,0.91886216,0.19994298079943285,0.84351146,0.4339336499913048
27,0.9234441,0.1929840709062513,0.8412214,0.42102441369122223
28,0.92019856,0.2051653185586931,0.84351146,0.43022803532258247
29,0.9243986,0.18726409925627954,0.84045804,0.4247873606572624
30,0.93222606,0.1676929930254174,0.8374046,0.5316056975881562
31,0.9326079,0.17260003341955737,0.83816797,0.4595249096400865
32,0.93337154,0.1666864764803054,0.8290076,0.47760428208431216
33,0.938908,0.15438222775321828,0.84045804,0.49767429632994964
34,0.93871707,0.1508808077155474,0.8389313,0.4517895105230899
35,0.9419626,0.1497247823552805,0.8389313,0.4962140383156201
36,0.9421535,0.1429846694948292,0.8480916,0.4794045141180053
37,0.94387174,0.1411185155346358,0.8396947,0.5239330465102013
38,0.9455899,0.14167104142000767,0.85267174,0.4633134028838791
39,0.95036274,0.1360216407079012,0.8442748,0.48183046524761286
40,0.9471172,0.13022435572014004,0.8366412,0.49172248674258023
41,0.95322645,0.12266933041795058,0.84351146,0.5351420812024414
42,0.9536083,0.1221389381734867,0.8389313,0.5049839146264636
43,0.9602902,0.10575325896450699,0.8328244,0.5924930072922743
44,0.9579992,0.1111394382925059,0.82824427,0.5700792588350427
45,0.95322645,0.11774888181217576,0.8389313,0.5747912317741918
46,0.9558992,0.11090981873814137,0.829771,0.5201847818061596
47,0.96105385,0.10558022425551594,0.8312977,0.5745683506244922
48,0.9578083,0.10612451921225323,0.83587784,0.5558987679372307
49,0.9633448,0.10040551713913531,0.8244275,0.6136401857356079
50,0.96372664,0.09773690616601738,0.8450382,0.535929326064714
51,0.9656357,0.09244850909166001,0.829771,0.6013399819836361
52,0.96410847,0.0990436997800872,0.84580153,0.4903125095458431
53,0.96582663,0.08990990576050172,0.8412214,0.5125316322759818
54,0.96735394,0.08622066141719602,0.84198475,0.5527190885471024
55,0.9683085,0.09148719724454057,0.83358777,0.614101025894398
56,0.97193587,0.08205079263678576,0.82519084,0.5697668133801176
57,0.96754485,0.0834273381664376,0.8427481,0.5867614023558057
58,0.967163,0.08710820099275592,0.8351145,0.6225812024742592
59,0.9726995,0.0730527023830689,0.85419846,0.611399539736391
60,0.97040856,0.07623161519043725,0.8427481,0.6525885084203181
61,0.969454,0.08011429876860042,0.8396947,0.60474876502088
62,0.97518134,0.072351784384004,0.8465649,0.6553805520061318
63,0.97441775,0.07197296690677996,0.8343511,0.6928118811308882
64,0.9763268,0.06364222148553521,0.8396947,0.6199474952148117
65,0.973845,0.07477124744073928,0.84732825,0.6363520202745918
