epoch,acc,loss,val_acc,val_loss
66,0.9740359,0.06952229577873034,0.8480916,0.5853406892478011
67,0.97804505,0.06298429200176112,0.84045804,0.6618097333507683
68,0.97441775,0.06777683857390276,0.84198475,0.627939759683973
69,0.9740359,0.06731492998032237,0.84580153,0.7087273377953595
70,0.97441775,0.06724006609806991,0.83587784,0.7095791569192901
71,0.97556317,0.07054974894605096,0.8351145,0.7466691660972042
72,0.97556317,0.06521724689799514,0.8412214,0.6730673344080684
73,0.97556317,0.06394475695199528,0.84045804,0.6631537816906703
74,0.9749904,0.06525721786449137,0.83358777,0.704687181865896
75,0.9786178,0.0633112564597616,0.8496183,0.7000873421439687
76,0.97422683,0.06730898231432929,0.84351146,0.6465258906815798
77,0.97938144,0.05664645016204769,0.8351145,0.6639669633093681
78,0.98243606,0.04814119279916594,0.8396947,0.8275240665173712
79,0.9791905,0.059571082748308406,0.8480916,0.7180999346361816
80,0.97938144,0.06036896164500222,0.8450382,0.6771738524200352
81,0.98109967,0.051614236072382885,0.84351146,0.8769261405668186
82,0.9812906,0.054258028106904777,0.83816797,0.7538846346713205
83,0.9805269,0.05456573133929033,0.84351146,0.637458300954513
84,0.9805269,0.05301070814036934,0.84045804,0.7423870604456836
85,0.9849179,0.04692216902212412,0.8328244,0.779641383749838
86,0.9788087,0.06494856537890462,0.84045804,0.6953392382796484
87,0.98205423,0.04905491068805616,0.83206105,0.7942565793299493
88,0.98071784,0.057592601017509425,0.83587784,0.8110749130940619
89,0.97938144,0.05498679014617658,0.8374046,0.691909644985927
90,0.982627,0.04971439704340223,0.8442748,0.665453044785798
91,0.9818633,0.05551631247668139,0.8450382,0.6849862136458622
92,0.98205423,0.06026524367289559,0.8412214,0.6456396443243245
93,0.9862543,0.040428534333614416,0.8366412,0.7811058010763794
94,0.982627,0.0479613738689243,0.84198475,0.7984252383690754
95,0.97957236,0.05590540896347287,0.8343511,0.6992284424432361
96,0.9833906,0.04649636339795935,0.851145,0.7012255653170228
97,0.98071784,0.051687731699532294,0.8412214,0.7831083244949807
98,0.9841543,0.04732736215158428,0.84580153,0.7165524822155028
99,0.97957236,0.054215204116467665,0.83587784,0.6316695380756874
