epoch,acc,loss,val_acc,val_loss
0,0.757732,0.5059325684591667,0.75845015,0.5075906899873619
1,0.77381444,0.4685280209718291,0.77081615,0.47497002852916326
2,0.79360825,0.4392170822251703,0.77493817,0.47456160568542355
3,0.7973196,0.43665114906645314,0.77576256,0.49435156750855913
4,0.8109278,0.4187763242869033,0.7798846,0.4662826316521763
5,0.81072164,0.4074123856824698,0.8004947,0.4459856144918063
6,0.8296907,0.3900128429452169,0.78647983,0.48307996784372953
7,0.83628863,0.3797131759081919,0.79802144,0.4363283050620448
8,0.8356701,0.3684680788295785,0.8235779,0.4206433987823873
9,0.84226805,0.3563302989595944,0.784831,0.47541306054208854
10,0.845567,0.3520410190660929,0.8120363,0.44403474520575575
11,0.854433,0.3409836026196627,0.80708987,0.4271317998781149
12,0.85072166,0.34222447051215416,0.8318219,0.3860465907303636
13,0.8573196,0.32737436440802115,0.78647983,0.49998935240168074
14,0.8630928,0.32732775215021115,0.8227535,0.40131154300158217
15,0.8628866,0.3183356035554532,0.80956304,0.41446252141427325
16,0.87402064,0.2995754126298059,0.80131906,0.4452644018156904
17,0.8748454,0.2927793990582535,0.8260511,0.3901122144107866
18,0.8787629,0.28994253152424526,0.84253913,0.3670386237146829
19,0.8793814,0.2823045154453553,0.8235779,0.39238712955680843
20,0.8898969,0.26717752032673237,0.8318219,0.4150565005193932
21,0.8913402,0.2568706524617893,0.8186315,0.4165181609735151
22,0.888866,0.25740635033735293,0.7823578,0.4751466317355682
23,0.8956701,0.2550513543388278,0.7906018,0.5533670927509236
24,0.89484537,0.24959511458259268,0.8276999,0.4640892621218814
25,0.90907216,0.22808083541614493,0.81286067,0.4814723532551689
26,0.9037113,0.22910327820433785,0.83429515,0.41280958034337695
27,0.91484535,0.2141352838523609,0.82440233,0.4584342253571783
28,0.91237116,0.2086335643019873,0.8285243,0.482041895414126
29,0.9185567,0.2051951898127487,0.8252267,0.43186427036151354
30,0.916701,0.2036129967822242,0.8268755,0.45138290784915225
31,0.92268044,0.1885387002315718,0.8326463,0.4364902173696425
32,0.92268044,0.19225157429262535,0.80708987,0.4810554756915776
33,0.9276289,0.17549805802168306,0.82934874,0.5211564133409027
34,0.92948455,0.18004721919900363,0.8227535,0.47883462222862716
35,0.93690723,0.1668483212190805,0.83017313,0.4646335126984149
36,0.93195873,0.17511652887482004,0.8211047,0.4832618532845135
37,0.9406186,0.15054666100703565,0.8054411,0.5582090444242472
38,0.942268,0.153958373782561,0.8268755,0.506776568964308
39,0.9439175,0.1407309479135828,0.81450945,0.5734366797285442
40,0.9468041,0.13891784910227833,0.82934874,0.5187013468659818
41,0.9484536,0.13652780772638076,0.8161583,0.5491637910876702
42,0.947835,0.13442594750025838,0.8202803,0.5231659323443879
43,0.9536083,0.12654723592025718,0.81450945,0.5487340342281087
